NTPTime,GSR,GSR_clean,GSR_tonic,GSR_phasic,GSR_avg,GSR_std,TAG,emotion_HRI,shortNTPTime
229.0,0.0,-2.457388909416492,-2.470031496218195,-4.9743262660434745e-05,-2.457388909416492,,,,
479.0,0.0,-2.457388909416492,-2.4700304110294478,-6.233977934408281e-05,-2.457388909416492,0.0,,,
729.0,0.0,-2.457388909416492,-2.4700293032334977,-7.519871305122247e-05,-2.457388909416492,0.0,,,
979.0,0.0,-2.457388909416492,-2.4700281774056614,-8.826695500634294e-05,-2.457388909416492,0.0,,,
1229.0,0.0,-2.457388909416492,-2.4700270387764447,-0.0001014837912099,-2.457388909416492,0.0,,,
1479.0,0.0,-2.457388909416492,-2.4700258932743684,-0.0001147804053212,-2.457388909416492,0.0,,,
1729.0,0.0,-2.457388909416492,-2.470024747569272,-0.0001280793760293,-2.457388909416492,0.0,,,
1979.0,0.0,-2.457388909416492,-2.4700236091158594,-0.0001412941715472,-2.457388909416492,0.0,,,
2229.0,0.0,-2.457388909416492,-2.470022486197246,-0.0001543286441888,-2.457388909416492,0.0,,,
2479.0,0.0,-2.457388909416492,-2.4700213879682056,-0.0001670765283394,-2.457388909416492,0.0,,,
2729.0,0.0,-2.457388909416492,-2.470020324497809,-0.0001794209454944,-2.457388909416492,0.0,,,
2979.0,0.0,-2.457388909416492,-2.470019306811111,-0.0001912339204273,-2.457388909416492,0.0,,,
3229.0,0.0,-2.457388909416492,-2.470018346929485,-0.000202375912953,-2.457388909416492,0.0,,,
3479.0,0.0,-2.457388909416492,-2.4700174579092,-0.0002126953701753,-2.457388909416492,0.0,,,
3729.0,0.0,-2.457388909416492,-2.4700166538777664,-0.0002220283045464,-2.457388909416492,0.0,,,
3979.0,0.0012811584165319,-2.456554187680636,-2.4700159480681263,0.0095089617755413,-2.4571802289825277,0.0004173608679278,,,
4229.0,0.0,-2.457388909416492,-2.470015346850721,-0.0002371998477603,-2.4571802289825277,0.0004173608679278,,,
4479.0,0.0,-2.457388909416492,-2.4700148457613995,-0.000243016329009,-2.4571802289825277,0.0004173608679278,,,
4729.0,0.0,-2.457388909416492,-2.4700144335233096,-0.0002478014541692,-2.4571802289825277,0.0004173608679278,,,
4979.0,0.0,-2.457388909416492,-2.470014098064552,-0.0002516953499019,-2.457388909416492,0.0,,,
5229.0,0.0,-2.457388909416492,-2.470013828533573,-0.0002548239775104,-2.457388909416492,0.0,,,
5479.0,0.0,-2.457388909416492,-2.4700136153121592,-0.0002572989820693,-2.457388909416492,0.0,,,
5729.0,0.0,-2.457388909416492,-2.4700134500258994,-0.0002592175710061,-2.457388909416492,0.0,,,
5979.0,0.0,-2.457388909416492,-2.470013325552475,-0.0002606624178788,-2.457388909416492,0.0,,,
6229.0,0.0,-2.457388909416492,-2.4700132360280955,-0.0002617015876469,-2.457388909416492,0.0,,,
6479.0,0.0,-2.457388909416492,-2.4700131768523588,-0.0002623884802837,-2.457388909416492,0.0,,,
6729.0,0.0,-2.457388909416492,-2.470013144691749,-0.0002627617901357,-2.457388909416492,0.0,,,
6979.0,0.0,-2.457388909416492,-2.4700131374819616,-0.0002628454789952,-2.457388909416492,0.0,,,
7229.0,0.0,-2.457388909416492,-2.4700131544291635,-0.000262648761409,-2.457388909416492,0.0,,,
7479.0,0.0,-2.457388909416492,-2.470013196010286,-0.0002621661013124,-2.457388909416492,0.0,,,
7729.0,0.0,-2.457388909416492,-2.47001326397237,-0.0002613772196348,-2.457388909416492,0.0,,,
7979.0,0.0,-2.457388909416492,-2.4700133613309445,-0.0002602471130901,-2.457388909416492,0.0,,,
8229.0,0.0,-2.457388909416492,-2.4700134923673804,-0.0002587260849224,-2.457388909416492,0.0,,,
8479.0,0.0,-2.457388909416492,-2.470013662625096,-0.0002567497889433,-2.457388909416492,0.0,,,
8729.0,0.0,-2.457388909416492,-2.4700138789044552,-0.0002542392887532,-2.457388909416492,0.0,,,
8979.0,0.0012811584165319,-2.456554187680636,-2.470014147256702,0.0094880585444671,-2.4571802289825277,0.0004173608679278,,,
9229.0,0.0,-2.457388909416492,-2.4700144669772675,-0.000247413131544,-2.4571802289825277,0.0004173608679278,,,
9479.0,0.0,-2.457388909416492,-2.470014826596667,-0.0002432387869671,-2.4571802289825277,0.0004173608679278,,,
9729.0,0.0,-2.457388909416492,-2.470015207867412,-0.0002388131206419,-2.4571802289825277,0.0004173608679278,,,
9979.0,0.0,-2.457388909416492,-2.470015591748978,-0.0002343571487521,-2.457388909416492,0.0,,,
10229.0,0.0,-2.457388909416492,-2.470015960393076,-0.0002300780484238,-2.457388909416492,0.0,,,
10479.0,0.0,-2.457388909416492,-2.470016297129351,-0.0002261693236762,-2.457388909416492,0.0,,,
10729.0,0.0,-2.457388909416492,-2.47001658645165,-0.0002228109648889,-2.457388909416492,0.0,,,
10979.0,0.0,-2.457388909416492,-2.470016814005473,-0.0002201695944049,-2.457388909416492,0.0,,,
11229.0,0.0,-2.457388909416492,-2.470016966577218,-0.0002183985914041,-2.457388909416492,0.0,,,
11479.0,0.0,-2.457388909416492,-2.4700170320857557,-0.0002176381896914,-2.457388909416492,0.0,,,
11729.0,0.0,-2.457388909416492,-2.470016999576841,-0.0002180155425484,-2.457388909416492,0.0,,,
11979.0,0.0,-2.457388909416492,-2.4700168592208303,-0.0002196447493036,-2.457388909416492,0.0,,,
12229.0,0.0,-2.457388909416492,-2.4700166023140984,-0.0002226268387682,-2.457388909416492,0.0,,,
12479.0,0.0,-2.457388909416492,-2.470016221284565,-0.0002270497051909,-2.457388909416492,0.0,,,
12729.0,0.0,-2.457388909416492,-2.47001570970163,-0.0002329879928794,-2.457388909416492,0.0,,,
12979.0,0.0,-2.457388909416492,-2.470015062290824,-0.0002405029261389,-2.457388909416492,0.0,,,
13229.0,0.0,-2.457388909416492,-2.470014274953419,-0.000249642081686,-2.457388909416492,0.0,,,
13479.0,0.0,-2.457388909416492,-2.4700133447911856,-0.000260439101207,-2.457388909416492,0.0,,,
13729.0,0.0,-2.457388909416492,-2.470012270136473,-0.0002729133422528,-2.457388909416492,0.0,,,
13979.0,0.0,-2.457388909416492,-2.470011050587704,-0.0002870694661938,-2.457388909416492,0.0,,,
14229.0,0.0,-2.457388909416492,-2.4700096870503607,-0.0003028969625043,-2.457388909416492,0.0,,,
14479.0,0.0012811584165319,-2.456554187680636,-2.470008179784019,0.0094187900698583,-2.4571802289825277,0.0004173608679278,,,
14729.0,0.0,-2.457388909416492,-2.4700065224560075,-0.0003396305405619,-2.4571802289825277,0.0004173608679278,,,
14979.0,0.0,-2.457388909416492,-2.4700046982001083,-0.000360805907449,-2.4571802289825277,0.0004173608679278,,,
15229.0,0.0,-2.457388909416492,-2.470002683678958,-0.0003841898112488,-2.4571802289825277,0.0004173608679278,,,
15479.0,0.0,-2.457388909416492,-2.4700004551523804,-0.0004100578201762,-2.457388909416492,0.0,,,
15729.0,0.0,-2.457388909416492,-2.469997990554094,-0.0004386660724312,-2.457388909416492,0.0,,,
15979.0,0.0,-2.457388909416492,-2.469995269577101,-0.0004702502850028,-2.457388909416492,0.0,,,
16229.0,0.0,-2.457388909416492,-2.4699922737680504,-0.0005050246583803,-2.457388909416492,0.0,,,
16479.0,0.0,-2.457388909416492,-2.469988986631332,-0.0005431806682051,-2.457388909416492,0.0,,,
16729.0,0.0,-2.457388909416492,-2.4699853937436216,-0.0005848857357196,-2.457388909416492,0.0,,,
16979.0,0.0,-2.457388909416492,-2.4699814828794886,-0.0006302817697369,-2.457388909416492,0.0,,,
17229.0,0.0,-2.457388909416492,-2.46997724414862,-0.000679483573776,-2.457388909416492,0.0,,,
17479.0,0.0,-2.457388909416492,-2.4699726701451263,-0.0007325771129825,-2.457388909416492,0.0,,,
17729.0,0.0,-2.457388909416492,-2.4699677561093,-0.0007896176364895,-2.457388909416492,0.0,,,
17979.0,0.0,-2.457388909416492,-2.469962500102107,-0.0008506276519779,-2.457388909416492,0.0,,,
18229.0,0.0,-2.457388909416492,-2.469956903192588,-0.0009155947503672,-2.457388909416492,0.0,,,
18479.0,0.0,-2.457388909416492,-2.469950969658244,-0.0009844692798204,-2.457388909416492,0.0,,,
18729.0,0.0,-2.457388909416492,-2.4699447071983576,-0.0010571618695811,-2.457388909416492,0.0,,,
18979.0,0.0,-2.457388909416492,-2.469938127160083,-0.001133540805582,-2.457388909416492,0.0,,,
19229.0,0.0,-2.457388909416492,-2.469931244777011,-0.0012134292612833,-2.457388909416492,0.0,,,
19479.0,0.0,-2.457388909416492,-2.4699240794197648,-0.0012966023888157,-2.457388909416492,0.0,,,
19729.0,0.0,-2.457388909416492,-2.4699166548580465,-0.0013827842772257,-2.457388909416492,0.0,,,
19979.0,0.0,-2.457388909416492,-2.469908999533393,-0.0014716447864532,-2.457388909416492,0.0,,,
20229.0,0.0,-2.457388909416492,-2.4699011468417185,-0.0015627962676243,-2.457388909416492,0.0,,,
20479.0,0.0,-2.457388909416492,-2.469893135424567,-0.0016557901823072,-2.457388909416492,0.0,,,
20729.0,0.0,-2.457388909416492,-2.469885009467789,-0.0017501136355772,-2.457388909416492,0.0,,,
20979.0,0.0,-2.457388909416492,-2.4698768190061635,-0.0018451858400599,-2.457388909416492,0.0,,,
21229.0,0.0,-2.457388909416492,-2.4698686202322757,-0.0019403545305739,-2.457388909416492,0.0,,,
21479.0,0.0,-2.457388909416492,-2.469860475807736,-0.0020348923515882,-2.457388909416492,0.0,,,
21729.0,0.0,-2.457388909416492,-2.4698524551745984,-0.0021279932424324,-2.457388909416492,0.0,,,
21979.0,0.0,-2.457388909416492,-2.469844634864567,-0.0022187688480605,-2.457388909416492,0.0,,,
22229.0,0.0012811584165319,-2.456554187680636,-2.469837096803913,0.0074329146928941,-2.4571802289825277,0.0004173608679278,,,
22479.0,0.0,-2.457388909416492,-2.4698299226117606,-0.0023895438752962,-2.4571802289825277,0.0004173608679278,,,
22729.0,0.0,-2.457388909416492,-2.469823189887058,-0.0024676951455053,-2.4571802289825277,0.0004173608679278,,,
22979.0,0.0,-2.457388909416492,-2.469816976479529,-0.0025398183515086,-2.4571802289825277,0.0004173608679278,,,
23229.0,0.0,-2.457388909416492,-2.469811366743231,-0.0026049343389657,-2.457388909416492,0.0,,,
23479.0,0.0,-2.457388909416492,-2.4698064537712945,-0.002661962513192,-2.457388909416492,0.0,,,
23729.0,0.0,-2.457388909416492,-2.4698023396080453,-0.0027097183769726,-2.457388909416492,0.0,,,
23979.0,0.0,-2.457388909416492,-2.4697991354343825,-0.0027469113787349,-2.457388909416492,0.0,,,
24229.0,0.0,-2.457388909416492,-2.4697969617225257,-0.0027721431162839,-2.457388909416492,0.0,,,
24479.0,0.0,-2.457388909416492,-2.46979594835589,-0.0027839059453417,-2.457388909416492,0.0,,,
24729.0,0.0128117492422461,-2.4490415845042537,-2.469796214714797,0.0946122696326136,-2.455302078188432,0.0041736624561187,,,
24979.0,0.0,-2.457388909416492,-2.4697978097287594,-0.0027622997367857,-2.455302078188432,0.0041736624561187,,,
25229.0,0.0,-2.457388909416492,-2.4698006718760017,-0.0027290768660418,-2.455302078188432,0.0041736624561187,,,
25479.0,0.0,-2.457388909416492,-2.4698046691132096,-0.0026826782415762,-2.455302078188432,0.0041736624561187,,,
25729.0,0.0,-2.457388909416492,-2.469809658752991,-0.0026247601320371,-2.457388909416492,0.0,,,
25979.0,0.0,-2.457388909416492,-2.4698155073088848,-0.0025568720046921,-2.457388909416492,0.0,,,
26229.0,0.0,-2.457388909416492,-2.4698220903076544,-0.0024804587042306,-2.457388909416492,0.0,,,
26479.0,0.0,-2.457388909416492,-2.469829292068664,-0.0023968630137027,-2.457388909416492,0.0,,,
26729.0,0.0,-2.457388909416492,-2.4698370054550827,-0.0023073285424592,-2.457388909416492,0.0,,,
26979.0,0.0,-2.457388909416492,-2.4698451316013346,-0.0022130028898359,-2.457388909416492,0.0,,,
27229.0,0.0,-2.457388909416492,-2.46985357962088,-0.0021149410371073,-2.457388909416492,0.0,,,
27479.0,0.0,-2.457388909416492,-2.4698622662981107,-0.0020141089238863,-2.457388909416492,0.0,,,
27729.0,0.0,-2.457388909416492,-2.469871115767824,-0.0019113871686789,-2.457388909416492,0.0,,,
27979.0,0.0,-2.457388909416492,-2.4698800591854573,-0.0018075748966913,-2.457388909416492,0.0,,,
28229.0,0.0,-2.457388909416492,-2.4698890343909814,-0.0017033936412398,-2.457388909416492,0.0,,,
28479.0,0.0,-2.457388909416492,-2.469897985569087,-0.0015994912882212,-2.457388909416492,0.0,,,
28729.0,0.0,-2.457388909416492,-2.469906862908033,-0.0014964460360542,-2.457388909416492,0.0,,,
28979.0,0.0,-2.457388909416492,-2.4699156222593026,-0.0013947703463173,-2.457388909416492,0.0,,,
29229.0,0.0,-2.457388909416492,-2.469924224799961,-0.0012949148629579,-2.457388909416492,0.0,,,
29479.0,0.0,-2.457388909416492,-2.469932636699415,-0.0011972722804614,-2.457388909416492,0.0,,,
29729.0,0.0,-2.457388909416492,-2.469940828792053,-0.0011021811437229,-2.457388909416492,0.0,,,
29979.0,0.0,-2.457388909416492,-2.469948776257066,-0.0010099295645757,-2.457388909416492,0.0,,,
30229.0,0.0,-2.457388909416492,-2.469956458306571,-0.0009207588419987,-2.457388909416492,0.0,,,
30479.0,0.0,-2.457388909416492,-2.469963857882976,-0.0008348669749472,-2.457388909416492,0.0,,,
30729.0,0.0,-2.457388909416492,-2.4699709613664007,-0.00075241205854,-2.457388909416492,0.0,,,
30979.0,0.0,-2.457388909416492,-2.4699777582928,-0.0006735155559897,-2.457388909416492,0.0,,,
31229.0,0.0,-2.457388909416492,-2.4699842410833197,-0.0005982654401839,-2.457388909416492,0.0,,,
31479.0,0.0,-2.457388909416492,-2.469990404785276,-0.000526719200228,-2.457388909416492,0.0,,,
31729.0,0.0,-2.457388909416492,-2.4699962468250787,-0.0004589067095368,-2.457388909416492,0.0,,,
31979.0,0.0,-2.457388909416492,-2.4700017667732603,-0.0003948329532289,-2.457388909416492,0.0,,,
32229.0,0.0,-2.457388909416492,-2.470006966121736,-0.0003344806136325,-2.457388909416492,0.0,,,
32479.0,0.0,-2.457388909416492,-2.470011848073309,-0.0002778125136633,-2.457388909416492,0.0,,,
32729.0,0.0,-2.457388909416492,-2.470016417343362,-0.000224773918689,-2.457388909416492,0.0,,,
32979.0,0.0,-2.457388909416492,-2.4700206799736275,-0.0001752946982518,-2.457388909416492,0.0,,,
33229.0,0.0,-2.457388909416492,-2.470024643157852,-0.0001292913496982,-2.457388909416492,0.0,,,
33479.0,0.0,-2.457388909416492,-2.4700283150791287,-8.666888634743805e-05,-2.457388909416492,0.0,,,
33729.0,0.0,-2.457388909416492,-2.4700317047586324,-4.7322593349907455e-05,-2.457388909416492,0.0,,,
33979.0,0.0,-2.457388909416492,-2.470034821915441,-1.1139654821807068e-05,-2.457388909416492,0.0,,,
34229.0,0.0,-2.457388909416492,-2.4700376768371064,2.199934378192413e-05,-2.457388909416492,0.0,,,
34479.0,0.0,-2.457388909416492,-2.470040280260606,5.221903378324282e-05,-2.457388909416492,0.0,,,
34729.0,0.0,-2.457388909416492,-2.4700426432632816,7.964799735864452e-05,-2.457388909416492,0.0,,,
